addref,city,assembly,body,make,model,year,engine,transmission,fuel,color,registered,mileage,price
7928736,Karachi,,Hatchback,Suzuki,Alto,2006,1000,Manual,Petrol,White,Sindh,115000,620000
7928738,Karachi,,Hatchback,Suzuki,Mehran,2017,800,Manual,Petrol,White,Sindh,23500,1295000
7868061,Karachi,Imported,SUV,Toyota,Prado,1997,3000,Automatic,Diesel,Silver,Sindh,99000,4500000
7928742,Islamabad,,Sedan,Suzuki,Baleno,2005,1300,Manual,Petrol,Silver,Rawalpindi,150000,950000
7928741,Lahore,,Hatchback,Suzuki,Cultus,2021,1000,Manual,Petrol,White,Punjab,34000,3090000
7928740,Lahore,,Hatchback,Suzuki,Cultus,2010,1000,Manual,Petrol,Blue,Punjab,70000,1160000
7886590,Islamabad,Imported,Hatchback,Nissan,Dayz,2020,659,Automatic,Petrol,White,Un-Registered,90000,3575000
7928739,Peshawar,Imported,Hatchback,Toyota,Vitz,2005,1000,Automatic,Petrol,White,Lahore,1,1875000
7928749,Lahore,,Sedan,Honda,City,2005,1300,Manual,Petrol,Alabaster Silver,Lahore,300000,1600000
7928750,Peshawar,,Hatchback,Suzuki,Cultus,2002,1000,Manual,Petrol,White,Lahore,12432,710000
7928751,Sahiwal,Imported,,Toyota,Vitz,2014,1000,Automatic,Petrol,Red,Lahore,65325,2990000
7908838,Islamabad,Imported,Hatchback,Suzuki,Alto,2014,660,Automatic,Petrol,Burgundy,Islamabad,95000,2245000
7755591,Lahore,,Sedan,Toyota,Corolla,2015,1300,Manual,Petrol,Silver,Lahore,160000,3200000
7145462,Islamabad,Imported,Hatchback,Mitsubishi,Minica,2013,660,Automatic,Petrol,White,Islamabad,89000,1345000
7789530,Rawalpindi,,SUV,Toyota,Fortuner,2022,2800,Automatic,Diesel,Attitude Black,Islamabad,9000,20100000
7928701,Bahawalpur,,Sedan,Toyota,Corolla,2013,1300,Manual,Petrol,White,Multan,123000,2600000
7928700,Islamabad,Imported,Sedan,Mitsubishi,Lancer,2006,1500,Automatic,Petrol,Labrador Black Pearl,Islamabad,200000,1800000
7928702,Lahore,,Sedan,Honda,Civic,2006,1600,Automatic,Petrol,Taffeta White,Faisalabad,298000,1725000
7928711,Mansehra,,Sedan,Toyota,Corolla,,1300,Manual,Petrol,Turquoise,Karachi,150000,920000
7928704,Gujranwala,,Crossover,DFSK,Glory,2022,1498,Automatic,Petrol,White,Punjab,16000,5845000
7928707,Karachi,,Hatchback,Suzuki,Alto,2006,1000,Manual,Petrol,Solid White,Karachi,250000,690000
7928691,Mansehra,,Hatchback,Suzuki,Mehran,2003,800,Manual,,Silver,Sindh,100000,680000
7925582,Attock,,,Mitsubishi,Ek,,2700,Manual,Diesel,Blue,Punjab,10000,1900000
7928714,Islamabad,,Pick Up,Suzuki,Ravi,2020,800,Manual,Petrol,White,Punjab,750660,1850000
7928717,Daska,,Hatchback,Suzuki,Cultus,2017,1000,Manual,Petrol,White,Lahore,65000,1525000
7928716,Quetta,Imported,,Toyota,Vitz,2002,1000,Automatic,Petrol,Pink,Sindh,180000,1650000
7928719,Islamabad,Imported,,Toyota,Land,2013,4000,Automatic,Petrol,White,Islamabad,160000,25000000
7928713,Karachi,Imported,Hatchback,Suzuki,Cultus,2005,1000,Manual,Petrol,Silver,Karachi,36290,540000
7928721,Karachi,,Sedan,Honda,Civic,2009,1800,Automatic,Petrol,Crystal Black,Karachi,70000,1950000
7928722,Islamabad,,Hatchback,Suzuki,Wagon,2018,1000,Manual,Petrol,White,Islamabad,60000,2300000
7883414,Islamabad,,Sedan,Honda,Civic,2022,1800,Automatic,Petrol,Silver,Islamabad,26000,7250000
7928683,Peshawar,,Hatchback,Suzuki,Cultus,2007,1000,Manual,Petrol,White,Lahore,10000,990000
7928753,Islamabad,Imported,Hatchback,Suzuki,Alto,2015,660,Automatic,Petrol,Pure Red,Islamabad,85000,2430000
7856591,Karachi,,MPV,Honda,BR-V,2021,1500,Automatic,Petrol,Teffeta White,Sindh,19000,5300000
7848486,Mansehra,Imported,SUV,Toyota,Prado,2004,3400,Automatic,Petrol,White,Karachi,100000,7500000
7858514,Rawalpindi,,Sedan,Toyota,Corolla,2021,1799,Automatic,Petrol,Attitude Black,Islamabad,28000,6850000
7829147,Karachi,Imported,Hatchback,Mazda,Carol,2015,660,Automatic,Petrol,Burgundy,Karachi,120000,2280000
7858692,Multan,,Sedan,Honda,Civic,2022,1500,Automatic,Petrol,White,Islamabad,33000,8450000
7714593,Karachi,Imported,Micro Van,Nissan,Clipper,2016,660,Automatic,Petrol,Silver,Karachi,150000,2360000
7858694,Multan,,SUV,Hyundai,Tucson,2022,2000,Automatic,Petrol,Black,Islamabad,16000,8750000
7928671,Sialkot,,Hatchback,Suzuki,Wagon,2018,1000,Manual,Petrol,White,Lahore,51500,2350000
7928662,Kallar,,Hatchback,Prince,Pearl,2020,796,Manual,Petrol,Noble White,Lahore,26000,1060000
7928667,Karak,,Sedan,Toyota,Corolla,2011,1300,Manual,Petrol,Super White,Karachi,150000,1920000
7928670,Lahore,,,Toyota,Hiace,,2400,Manual,,Red,Lahore,800000,1700000
7928672,Karachi,Imported,Hatchback,Honda,Fit,2012,1300,Automatic,Hybrid,White,Karachi,94000,2840000
7928669,Lahore,,Hatchback,Suzuki,Alto,2010,1000,Manual,Petrol,Grey,Lahore,90000,1135000
7896431,Islamabad,Imported,Hatchback,Toyota,Vitz,2013,1300,Automatic,Petrol,Grey,Islamabad,56000,3275000
7919805,Sialkot,,Sedan,Toyota,Corolla,2018,1300,Manual,Petrol,White,Lahore,25165,4625000
7928679,Rawalpindi,Imported,Hatchback,Hyundai,Santro,2001,1000,Manual,Petrol,Silver,Islamabad,127410,870000
7928680,Bahawalpur,,Sedan,Toyota,Corolla,2007,1300,Manual,Petrol,White,Sindh,170000,1520000
7928685,Karachi,Imported,,Mitsubishi,Lancer,1990,1300,Manual,,White,Sindh,145000,385000
7928684,Islamabad,,Sedan,Honda,City,2016,1300,Automatic,Petrol,White,Lahore,98000,3650000
7928661,Mandi,,Sedan,Toyota,Corolla,2022,1598,Automatic,Petrol,Super White,Punjab,27100,6100000
7928686,Taxila,,Sedan,Honda,City,2011,1300,Manual,Petrol,Modern Steel Metallic,Islamabad,15000,2350000
7928676,Daska,,Sedan,Honda,Civic,2013,1800,Automatic,Petrol,White,Sindh,140,3200000
7928687,Bahawalpur,Imported,Hatchback,Toyota,Vitz,2017,1000,Automatic,Petrol,White,Lahore,130000,2700000
7928688,Rawalpindi,,Hatchback,Suzuki,Cultus,2005,1000,Manual,Petrol,Silver,Lahore,1,775000
7928690,Karachi,,Sedan,Honda,Civic,2012,1800,Automatic,Petrol,Grey,Karachi,78000,2100000
7928694,Bahawalpur,,Hatchback,Suzuki,Alto,,660,Manual,Petrol,Solid White,Un-Registered,1,2420000
7696986,Bahawalpur,,Hatchback,Suzuki,Wagon,2018,1000,Manual,Petrol,Solid White,Sindh,74000,1850000
7755638,Islamabad,Imported,,Mitsubishi,Galant,2007,2000,Automatic,Petrol,Silver,Lahore,171000,1700000
7928696,Karachi,,Hatchback,Suzuki,Khyber,1997,1000,Manual,Petrol,Grey,Karachi,158547,490000
7928695,Karachi,,Mini Van,Changan,Karvaan,2019,999,Manual,Petrol,White,Sindh,53706,1900000
7207842,Lahore,Imported,Sedan,Honda,Accord,2009,2400,Automatic,Petrol,Black,Karachi,84000,4650000
7928628,Islamabad,,Sedan,Honda,City,2010,1300,Manual,Petrol,Lunar Silver Metallic,Lahore,307500,2650000
7928634,Rawalpindi,Imported,,Mitsubishi,Pajero,1996,660,Manual,Petrol,Maroon,Islamabad,60000,990000
7754148,Rawalpindi,Imported,,Mitsubishi,Pajero,1996,660,Manual,Petrol,Beige,Karachi,100000,1050000
7928637,Islamabad,Imported,Hatchback,Suzuki,Khyber,1997,1000,Manual,Petrol,Grey,Lahore,100000,390000
7928635,Lahore,,Sedan,Honda,City,2005,1300,Manual,Petrol,Metallic Grey,Lahore,85000,1565000
7928640,Lahore,Imported,Sedan,Honda,Civic,2008,1800,Automatic,Petrol,Grey,Lahore,155410,2100000
7928643,Rawalpindi,,,Daihatsu,Mira,2019,800,Automatic,Petrol,White,Islamabad,25000,2000000
7928641,Lahore,,Hatchback,Suzuki,Wagon,2022,1000,Manual,Petrol,Solid White,Punjab,30000,2900000
7576482,Lahore,Imported,Hatchback,Daihatsu,Mira,2013,660,Automatic,Petrol,Red,Lahore,95000,2150000
7928644,Taunsa,Imported,,Toyota,Land,1995,3000,Manual,Diesel,Green,Sindh,68000,2900000
7928645,Peshawar,,,Toyota,Corolla,,1300,Manual,,Grey,Mirpur A.K.,10000,400000
7754698,Faisalabad,,Sedan,Honda,Civic,2017,1800,Automatic,Petrol,Silver,Lahore,80000,4925000
7928277,Faisalabad,,Hatchback,Suzuki,Cultus,2006,1000,Manual,Petrol,Silver,Lahore,120000,950000
7928650,Rawalpindi,,Sedan,Honda,Civic,1997,1600,Manual,Petrol,White,Lahore,65000,1115000
7928648,Islamabad,,Compact SUV,Haval,H6,2022,1500,Automatic,Petrol,White,Islamabad,15000,9600000
7928652,Rawalpindi,Imported,Hatchback,Toyota,Vitz,1999,1000,Automatic,Petrol,Pink,Lahore,150000,1600000
7928647,Sargodha,,Sedan,Honda,Civic,,1500,Automatic,Petrol,White,Un-Registered,5,9200000
7928654,Lahore,Imported,Hatchback,Suzuki,Wagon,2013,660,Automatic,Petrol,Black,Lahore,105000,2350000
7928655,Peshawar,Imported,Hatchback,Toyota,Vitz,2000,1300,Automatic,,Bayou Blue,Islamabad,100000,1600000
7754506,Haripur,,,Prince,Pearl,2020,800,Manual,Petrol,White,Punjab,35000,1300000
7928656,Mardan,Imported,,Nissan,Patrol,1999,1300,Manual,Petrol,Gold,Karachi,100000,820000
6911786,Lahore,Imported,Sedan,Toyota,Prius,2011,1800,Automatic,Hybrid,Silver Metallic,Lahore,180000,4000000
7928610,Dera,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,Black,Sindh,42790,3400000
7928607,Karachi,,Hatchback,Daihatsu,Cuore,2007,800,Automatic,Petrol,Black,Karachi,76900,1195000
7928611,Lahore,Imported,Mini Van,Daihatsu,Hijet,2013,660,Automatic,Petrol,White,Lahore,92400,1375000
7928597,Islamabad,,Sedan,Honda,City,2021,1300,Manual,Petrol,White,Punjab,24000,3885000
7756513,Karachi,,Hatchback,Suzuki,Cultus,2005,1000,Manual,Petrol,Silver,Sindh,128000,730000
7757132,Melsi,Imported,Hatchback,Nissan,Tiida,2007,1500,Automatic,Petrol,White,Karachi,102750,1700000
7750025,Lahore,,Sedan,Toyota,Corolla,2015,1800,Automatic,Petrol,White,Lahore,84900,4300000
7885201,Lahore,Imported,Hatchback,Toyota,Vitz,2018,1000,Automatic,Petrol,Purple,Punjab,70000,4100000
6440233,Karachi,,SUV,Toyota,Fortuner,2022,2800,Automatic,Diesel,Black,Karachi,3000,20000000
7928614,Haripur,,Sedan,Toyota,Corolla,2007,1300,Manual,Petrol,Black,Sindh,43000,1580000
7499070,Lahore,,Sedan,Toyota,Corolla,,1800,Automatic,Petrol,White,Un-Registered,30,7950000
7928625,Lahore,,,Honda,City,2005,1300,Manual,Petrol,Silver,Lahore,16,1420000
7928616,Haripur,Imported,Hatchback,Suzuki,Mehran,2004,800,Manual,Petrol,Silver,Karachi,42000,550000
7598650,Islamabad,Imported,Sedan,Toyota,Corolla,2006,1500,Automatic,Petrol,Silver,Islamabad,150000,3100000
7928620,Wah,,Hatchback,Suzuki,Mehran,2008,800,Manual,Petrol,White,Lahore,88000,660000
7911573,Islamabad,,Sedan,Honda,Civic,2016,1800,Automatic,Petrol,Taffeta White,Islamabad,155000,3850000
7928624,Islamabad,Imported,,Toyota,Passo,2015,1300,Automatic,Petrol,Grey,Islamabad,7000,3150000
7457416,Rawalpindi,,Sedan,Toyota,Corolla,2005,2000,Manual,Diesel,Maroon,Peshawar,90000,1750000
7928626,Rahim,,Sedan,Honda,Civic,2013,1800,Automatic,Petrol,Taffeta White,Sindh,102000,3350000
7457410,Rawalpindi,,Sedan,Toyota,Corolla,2003,2000,Manual,Diesel,White,Kashmir,85000,1650000
7928660,Islamabad,,Sedan,Honda,Civic,1997,1600,Manual,Petrol,White,Lahore,65000,1120000
7928657,Islamabad,,Hatchback,Suzuki,Swift,2022,1240,Automatic,Petrol,Solid White,Islamabad,28200,4160000
7928584,Multan,,Sedan,Honda,City,2018,1300,Manual,Petrol,Taffeta White,Multan,100000,3350000
7928699,Lahore,,Hatchback,Suzuki,Wagon,2018,1000,Manual,Petrol,Graphite Grey,Lahore,92000,2130000
7928586,Rawalpindi,,Hatchback,Suzuki,Wagon,2018,1000,Manual,Petrol,White,Lahore,66000,2320000
7699547,Islamabad,,Sedan,Honda,City,2022,1500,Automatic,Petrol,White,Islamabad,19000,5350000
7884550,Karachi,Imported,Hatchback,Toyota,Passo,2019,1000,Automatic,Petrol,Green,Sindh,22000,3850000
7724038,Islamabad,,Sedan,Mitsubishi,Lancer,2005,1600,Automatic,Petrol,White,Sindh,180000,1450000
7928590,Karachi,,Sedan,Toyota,Corolla,2010,1300,Manual,Petrol,Graphite Grey,Sindh,152000,2300000
7928592,Karachi,Imported,SUV,KIA,Sportage,2002,2000,Automatic,Petrol,Grey,Karachi,120000,1300000
7928593,Lahore,,Sedan,Changan,Alsvin,2021,1500,Automatic,Petrol,White,Punjab,24190,4250000
7928594,Karachi,,Crossover,DFSK,Glory,2021,1498,Automatic,Petrol,Black,Sindh,27000,5750000
7928596,Islamabad,,Sedan,Toyota,Corolla,2022,1600,Automatic,Petrol,White,Islamabad,45000,7000000
6873029,Karachi,,Sedan,Toyota,Corolla,2021,1600,Automatic,Petrol,Silver,Karachi,2000,6000000
6001086,Abbottabad,,Hatchback,Suzuki,Alto,2011,1000,Manual,Petrol,White,Karachi,40000,1000000
7754327,Islamabad,,Sedan,Toyota,Corolla,,1600,Automatic,Petrol,Silver,Islamabad,9900,7400000
7928598,Lahore,Imported,Van,Toyota,Hiace,2018,2700,Automatic,Petrol,White,Un-Registered,70000,8300000
6632356,Lahore,Imported,Hatchback,Toyota,Aqua,2015,1500,Automatic,Hybrid,Grey,Un-Registered,40000,4025000
7424944,Peshawar,Imported,,Toyota,Corolla,1990,1600,Automatic,,White,Peshawar,150000,1080000
6878276,Islamabad,Imported,Sedan,Toyota,Corolla,2015,1500,Automatic,Hybrid,White,Islamabad,150000,5200000
7927661,Islamabad,,Sedan,Honda,Civic,2020,1800,Automatic,Petrol,Silver,Islamabad,51000,6150000
7928601,Muridke,,,Nissan,Sunny,1994,1300,Manual,Diesel,White,Sindh,100000,500000
7742528,Rawalpindi,,Sedan,Honda,City,2007,1300,Manual,Petrol,Black,Lahore,130000,1850000
7928603,Gujranwala,,SUV,Hyundai,Tucson,,2000,Automatic,Petrol,White,Un-Registered,300,9400000
7928552,Karachi,,Hatchback,Suzuki,Swift,2010,1300,Manual,Petrol,Silky Silver,Karachi,97000,1510000
7928605,Karachi,,Sedan,Toyota,Corolla,2019,1300,Automatic,Petrol,Attitude Black,Sindh,80000,4300000
7928551,Karachi,,,Nissan,Sunny,,1000,Manual,Petrol,Gold,Sindh,100000,380000
7928583,Peshawar,Imported,Crossover,Honda,Vezel,2018,1500,Automatic,Hybrid,White,Un-Registered,20000,8600000
7928553,Karachi,,Sedan,Toyota,Corolla,1994,1600,Manual,Petrol,White,Sindh,150000,1050000
7928554,Islamabad,,Hatchback,Suzuki,Alto,2019,660,Manual,Petrol,Silky Silver,Islamabad,42000,2200000
7928560,Lahore,Imported,,Nissan,Moco,2016,660,Automatic,Petrol,Bronze,Lahore,80000,2085000
7928559,Islamabad,,Sedan,Honda,Civic,2010,1800,Automatic,Petrol,Crystal Black,Islamabad,100000,2500000
7928558,Lahore,,Sedan,Honda,Civic,1996,1500,Manual,Petrol,Black,Sindh,150000,950000
7928561,Peshawar,,Hatchback,Suzuki,Cultus,2006,1000,Manual,Petrol,Silver,Peshawar,31300,1240000
7928562,Lahore,,Hatchback,Suzuki,Alto,2012,1000,Manual,Petrol,Graphite Grey,Lahore,89000,1150000
7928564,Rawalpindi,,Hatchback,Suzuki,Cultus,2009,1000,Manual,Petrol,Graphite Grey,Sindh,120000,1000000
7928627,Lahore,,Sedan,Toyota,Corolla,2010,1800,Automatic,Petrol,Silver Mica Metallic,Lahore,150000,3000000
7928566,Karachi,Imported,Micro Van,Suzuki,Every,2011,660,Automatic,Petrol,Silver,Sindh,71000,2175000
7928567,Rawalpindi,Imported,Crossover,MG,HS,2021,1500,Automatic,Petrol,Black Pearl,Islamabad,27200,6800000
7747919,Islamabad,,Hatchback,Suzuki,Wagon,2021,1000,Manual,Petrol,Beige,Islamabad,21596,2925000
6881765,Lahore,Imported,SUV,Toyota,Prado,2012,2700,Automatic,Petrol,Black,Islamabad,77000,17900000
7928568,Hyderabad,Imported,Hatchback,Honda,N,2015,660,Automatic,Petrol,Burgundy,Karachi,59500,2650000
7928569,Lahore,,Sedan,Mitsubishi,Lancer,2006,1300,Automatic,Petrol,White,Sindh,90000,1350000
7928570,Rawalpindi,Imported,Sedan,Honda,Civic,2005,1600,Automatic,Petrol,Crystal Black,Lahore,200000,1720000
7928578,Karachi,,Crossover,DFSK,Glory,2021,1498,Automatic,Petrol,Grey Metallic,Sindh,11500,5600000
7754440,Islamabad,Imported,Double Cabin,Toyota,Hilux,2012,3000,Automatic,Diesel,White,Karachi,180000,7000000
7749360,Karachi,Imported,MPV,Toyota,Esquire,2018,1800,Automatic,Hybrid,Unlisted,Un-Registered,144000,8950000
7858752,Islamabad,Imported,SUV,Toyota,Land,2004,4700,Automatic,Petrol,White,Un-Registered,182000,15700000
7928577,Hyderabad,,Sedan,Honda,Civic,2012,1800,Automatic,Petrol,Taffeta White,Sindh,100000,3400000
7928606,Attock,,Sedan,Toyota,Corolla,2009,1300,Manual,Petrol,White,Karachi,84820,2290000
7928518,Lahore,Imported,Crossover,Honda,Vezel,2015,1500,Automatic,Hybrid,White,Lahore,83000,5450000
7928519,Karachi,Imported,SUV,Toyota,Land,1991,4000,Manual,Petrol,White,Sindh,100000,3300000
7793130,Khushab,,Sedan,Toyota,Corolla,2011,1600,Manual,Petrol,Attitude Black,Lahore,168000,3000000
7928520,Peshawar,,Sedan,Honda,Civic,2003,1600,Automatic,Petrol,Grey,Lahore,15,1420000
7928572,Karachi,Imported,Micro Van,Suzuki,Every,2013,660,Automatic,Petrol,White,Karachi,92000,1850000
7928521,Lahore,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Silky Silver,Lahore,76000,2450000
7928524,Rawalpindi,Imported,,Nissan,Dayz,2017,660,Automatic,Petrol,Maroon,Islamabad,88000,2600000
7928525,Rawalpindi,,Sedan,Honda,Civic,2013,1800,Manual,Petrol,Taffeta White,Lahore,144620,3200000
7928529,Karachi,Imported,Hatchback,Suzuki,Khyber,1999,1000,Manual,Petrol,Blue,Karachi,100000,390000
7928530,Karachi,,Hatchback,Suzuki,Cultus,2016,1000,Manual,Petrol,Solid White,Sindh,90000,1550000
7928533,Karachi,,,Daihatsu,Terios,2003,1800,Automatic,Petrol,White,Karachi,162000,1650000
7928537,Lahore,Imported,SUV,Toyota,Prado,1997,3000,Automatic,Diesel,Navy,Sindh,170000,4200000
7928541,Hyderabad,Imported,,Toyota,Prius,2012,1800,Automatic,Hybrid,Silver,Sindh,57000,4350000
7928538,Karachi,,Hatchback,Suzuki,Cultus,2015,1000,Manual,Petrol,Solid White,Karachi,72000,1495000
7928540,Sialkot,Imported,,Suzuki,Wagon,2017,660,Automatic,Petrol,Black,Punjab,107000,3550000
7928536,Sialkot,,Sedan,Honda,Civic,2012,1800,Automatic,Petrol,Alabaster Silver,Lahore,190000,3050000
7928544,Gujranwala,,SUV,KIA,Sportage,2021,2000,Automatic,Petrol,Black,Islamabad,37000,6400000
7928547,Karachi,,Hatchback,Suzuki,Cultus,2014,1000,Manual,Petrol,Maroon,Karachi,14000,1350000
7546003,Karachi,,Sedan,Toyota,Corolla,,1600,Automatic,Petrol,White,Karachi,45,7050000
7928539,Karachi,,Sedan,Honda,Civic,2013,1800,Automatic,Petrol,Silver,Karachi,70000,3600000
7886225,Lahore,,Hatchback,Suzuki,Cultus,,1000,Manual,Petrol,White,Un-Registered,50,3980000
7928549,Karachi,,Sedan,Toyota,Corolla,2019,1600,Automatic,Petrol,White,Karachi,39000,4850000
7766101,Karachi,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Silver,Sindh,47500,2150000
7858947,Lahore,,SUV,KIA,Sportage,2022,2000,Automatic,Petrol,Black,Lahore,13000,8475000
7856089,Rawalpindi,Imported,Hatchback,Daihatsu,Move,2020,660,Automatic,Petrol,,Un-Registered,55000,3570000
7928478,Sialkot,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Solid White,Lahore,75000,2425000
7928548,Rawalpindi,,Sedan,Honda,Civic,2010,1800,Automatic,Petrol,Gold,Islamabad,160000,2250000
7928481,Rawalpindi,Imported,,Nissan,AD,2006,1300,Automatic,Petrol,White,Lahore,153000,1380000
7928479,Karachi,Imported,Sedan,Audi,A4,2010,1800,Automatic,Petrol,Blue,Sindh,64000,4875000
7928484,Karachi,,Hatchback,Suzuki,Alto,,660,Automatic,Petrol,Silky Silver,Karachi,400,3100000
7928485,Karachi,Imported,Hatchback,Toyota,Aqua,2015,1500,Automatic,Hybrid,Orange,Karachi,160000,4500000
7928492,Hyderabad,,Hatchback,Suzuki,Cultus,2014,1000,Manual,Petrol,Green,Hyderabad,70000,1550000
7928488,Peshawar,Imported,Sedan,Toyota,Prius,2011,1800,Automatic,Hybrid,Super White,Islamabad,70000,6000000
7928494,Karachi,,Double Cabin,Toyota,Hilux,2017,3000,Automatic,Diesel,Super White,Sindh,81000,
7928495,Lahore,,Hatchback,Suzuki,Mehran,2006,800,Manual,Petrol,White,Bahawalpur,100000,650000
7201530,Karachi,Imported,SUV,Toyota,Land,2008,4600,Automatic,Petrol,White,Sindh,116000,20200000
7928500,Rawalpindi,,Hatchback,Suzuki,Alto,2012,1000,Manual,Petrol,White,Lahore,35000,1475000
7928499,Karachi,,SUV,KIA,Sportage,2021,1999,Automatic,Petrol,White,Karachi,48000,7650000
7928502,Lahore,,Sedan,Honda,Civic,2016,1800,Automatic,Petrol,Alabaster Silver,Lahore,72900,3750000
7394083,Karachi,Imported,Truck,Toyota,Hilux,2012,3000,Automatic,Petrol,White,Sindh,160000,6000000
6512688,Karachi,,Van,Suzuki,Bolan,2014,800,Manual,Petrol,White,Sindh,100000,800000
7928487,Peshawar,,Compact SUV,Haval,Jolion,,1500,Automatic,Petrol,Silver,Un-Registered,2000,8780000
7928505,Lahore,,Sedan,Hyundai,Sonata,2022,1999,Automatic,Petrol,Hampton Grey,Punjab,19000,9350000
7374266,Pak,,Mini Van,Suzuki,APV,2009,1500,Manual,Petrol,Blue,Lahore,111,1650000
7928508,Peshawar,,Hatchback,Suzuki,Mehran,2018,796,Manual,Petrol,Solid White,Peshawar,53000,1550000
7928510,Karachi,,SUV,Toyota,Fortuner,2019,2700,Automatic,Petrol,Attitude Black,Sindh,8000,15000000
7928509,Multan,,Sedan,Honda,Civic,2014,1800,Automatic,Petrol,Taffeta White,Islamabad,96000,3700000
7928429,Rawalpindi,,Sedan,Honda,Civic,2012,1800,Automatic,Petrol,White,Lahore,90000,3375000
7928428,Lahore,,Sedan,Honda,City,2006,1300,Manual,Petrol,White,Sindh,122000,1465000
7476126,Lahore,,Sedan,Changan,Alsvin,2021,1500,Automatic,Petrol,Space Gray,Lahore,33000,3800000
7928434,Karachi,,Sedan,Honda,Civic,2010,1800,Automatic,Petrol,Crystal Black,Karachi,81000,1870000
7928516,Faisalabad,,Sedan,Honda,Civic,2015,1800,Automatic,Petrol,White,Punjab,115000,4000000
7928440,Multan,,Hatchback,Suzuki,Alto,2022,660,Automatic,Petrol,Pearl Black,Punjab,2800,2750000
7928437,Sialkot,,Sedan,Honda,City,2016,1300,Manual,Petrol,Crystal Black Pearl,Lahore,60000,2950000
7748936,Rawalpindi,,Sedan,Honda,City,2018,1500,Automatic,Petrol,White,Islamabad,56700,3800000
7928445,Jhelum,,Sedan,Mercedes,Benz,2007,1800,Automatic,Petrol,Diamond Silver Metallic,Lahore,116000,5000000
7928449,Faisalabad,,Hatchback,Suzuki,Cultus,2007,1000,Manual,Petrol,Blue,Punjab,100000,800000
7928451,Rawalpindi,,Hatchback,Suzuki,Alto,2007,1000,Manual,Petrol,Maroon,Rawalpindi,108050,685000
7928457,Peshawar,Imported,Hatchback,Toyota,Vitz,2005,1000,Automatic,Petrol,Bayou Blue,Lahore,125680,1765000
7928453,Islamabad,Imported,Sedan,Toyota,Prius,2010,1800,Automatic,Petrol,Silver Metallic,Islamabad,144000,4250000
7928452,Islamabad,,Sedan,Toyota,Corolla,2019,1600,Automatic,Petrol,White,Islamabad,80000,5400000
7928458,Lahore,,Sedan,Honda,Civic,2015,1800,Automatic,Petrol,Black,Lahore,130000,3650000
7928459,Islamabad,Imported,SUV,Toyota,Land,2002,4200,Manual,Diesel,White,Islamabad,300000,8600000
7928462,Islamabad,,Hatchback,Suzuki,Cultus,2014,1000,Manual,Petrol,White,Islamabad,116500,1595000
7928460,Karachi,,Sedan,Toyota,Corolla,2017,1300,Automatic,Petrol,White,Sindh,90000,3500000
7928461,Islamabad,,Sedan,Honda,Civic,2012,1800,Automatic,Petrol,Taffeta White,Islamabad,114300,2970000
7925950,Peshawar,,Hatchback,Suzuki,Cultus,2002,1000,Manual,,White,Lahore,12453,740000
7928463,Gujranwala,Imported,,Honda,N,2020,660,Automatic,Petrol,Navy,Un-Registered,14500,4125000
7928470,Rawalpindi,,Hatchback,Suzuki,Mehran,2017,796,Manual,Petrol,Graphite Grey,Sindh,9000,1280000
7928471,Gujranwala,,Sedan,Toyota,Corolla,2020,1600,Automatic,Petrol,Super White,Lahore,51450,5500000
7928473,Rawalpindi,,Hatchback,Suzuki,Mehran,2016,796,Manual,Petrol,Solid White,Sindh,9000,1280000
7928474,Multan,,Hatchback,Suzuki,Mehran,2018,796,Manual,Petrol,Solid White,Multan,513480,1250000
7856070,Rawalpindi,Imported,Hatchback,Nissan,Note,2020,1200,Automatic,Hybrid,Black,Un-Registered,82405,6040000
7856072,Rawalpindi,Imported,Hatchback,Toyota,Vitz,2017,1000,Automatic,Petrol,Grey,Un-Registered,78000,3860000
6692037,Karachi,Imported,,Toyota,Passo,2019,1000,Automatic,Petrol,Green,Un-Registered,21205,4100000
7861049,Karachi,Imported,,Toyota,Corolla,2020,1800,Automatic,Hybrid,,Un-Registered,23233,
7852163,Rawalpindi,Imported,Hatchback,Daihatsu,Mira,2013,660,Automatic,Petrol,Silver,Lahore,157417,2270000
7928381,Lahore,Imported,Hatchback,Nissan,Note,2017,1200,Automatic,Hybrid,Orange,Punjab,69000,4170000
7928387,Faisalabad,,Sedan,Toyota,Corolla,2014,1300,Manual,Petrol,Silver,Faisalabad,188000,2690000
7928394,Lahore,Imported,Hatchback,Toyota,Vitz,2017,1000,Automatic,Petrol,,Lahore,47000,3635000
7928384,Quetta,,Sedan,Toyota,Corolla,2021,1798,Automatic,Petrol,Super white,Karachi,10000,7100000
7928397,Sadiqabad,,Hatchback,Suzuki,Mehran,1999,800,Manual,Petrol,Snow White Pearl,Lahore,68000,675000
7928398,Sadiqabad,,Hatchback,Suzuki,Alto,2021,660,Manual,Petrol,Silky Silver,Sindh,37000,2300000
7928402,Jhang,,Sedan,Toyota,Corolla,2022,1798,Automatic,Petrol,Super white,Punjab,32000,7225000
7928401,Lahore,,Sedan,Toyota,Corolla,2017,1800,Automatic,Petrol,White,Lahore,117000,5185000
